title,desc,source,date
荷蘭首例！忘記曾簽署安樂死聲明……失智老婦臨死抵抗施打藥劑，醫師「因未充分理解意願」遭到起訴,荷蘭是世界上第一個通過安樂死合法化的國家，其執行條件是，經專業醫療人員多次嚴格審核，確定「無任何機會與希望」可以改善「患者不堪忍受的痛苦」，患者方可選擇接受安樂死。這不僅適用於重症患者，部分心理疾病和失智症患者也適用。2016年，荷蘭出現第一起醫師因安樂死糾紛遭起訴的案件，74歲,風傳媒,2019-08-29
三位「失智卻不失志」的生命鬥士，如何優雅地與失智共舞？,"他們的生命依舊多彩，沒有被失智症蒙上宿命的陰影，為什麼這三位「失智，卻不失志」的生命鬥士，仍能優雅的「與失智共舞」呢？我訪談並觀看完三部短片後，發現原來他們擁有三大共通點。 標籤: 失智症, 與失智共舞, 生活型態, 延緩退化, 生命價值",NewsLens,2019-02-17
2050年人類可到150歲？主要死因恐將是「自殺」,人類從古自今始終關注長生不老的研究，日媒表示，華盛頓大學教授今井真一郎等人發現具有抑制老化功能的長壽基因，並找出能使該基因產生的酶保持活力的物質，「將用2到3年證明對人是否有效」，若搭配其他研究得以推進，2050年人類將接近不老不死，主要死因可能將會是「自殺」。據《日經中文網》報導，華盛頓大學教授今,NewTalk.tw,2019-02-17
失智妇为寻儿子 从泰国走到云南,泰国曼谷一名患有失智症的妇人，早前离家出走，寻找住在附近的儿子。但一离开家门就是8个月，她竟不知不觉地徒步抵达逾640公里以外的中国云南。妇人周五（15日）获送返泰国，暂未知以何路线越过老挝、缅甸等国边界。59岁的阿里阿于去年6月12日离开清莱府的住家后，一直失踪。她上月底在中国昆明被人发现时，身上仍然持有一张泰国身份证，当地的官员与大使馆联络。,Zaobao,2019-02-17
国际特稿：韩国老人退休怕失业,人口老龄化是现今世界面对的问题，韩国的情况格外严峻。经济合作与发展组织的资料显示，超过60岁的韩国高龄人口雇佣率和贫困率，都是世界之最。韩国法定退休年龄为60岁，但实际上法定退休到来时，韩国人却不得不重新找工作——由于前半生收入几乎都花在儿女身上，老来养老金微薄，加上子女自顾不暇无力奉养，一般韩国老人必须自力更生，放下身段寻求按日按时计酬的“低质量”工作，赚取些微收入维持生活，平均工作到72岁才真正退休。,Zaobao,2019-02-24
陈振声：立国一代配套以三四十年长远期限作考量,贸工部长陈振声在回应坊间质疑立国一代配套的可持续性时强调，61亿元的立国一代配套是以三四十年的长远期限作考量。陈振声昨午（2月23日）出席民情联系组与电台96.3好FM合办的华语对话会，在与会者小组分享后，向他们讲解预算案如何制定时指出这点。他说，最近有报章评论立国一代这类配套有结构性问题，认为以这样的方式照顾每一代人是难以持续的。陈振声指出，政府在承诺立国一代配套前是以三四十年的长远期限作考量。,Zaobao,2019-02-24
失智老人乱提款易受骗 万亿日元资产岌岌可危,京都府立医科大学心理学教授成本迅指出，与失智者进行商业交易可能导致企业面对风险，因为患者家属可能上门要求取消交易。（东京路透电）在日本这个老龄化和寿命都位居世界前列的社会，失智老人多达数百万人。由于认知功能衰退，他们连生活都无法自理，更别说打理个人资产，所以不时有失智老人糊里糊涂提取巨款或是钱财被骗。,Zaobao,2018-12-15
每年冬天与猪同眠 靓女人工呼吸救逾400小猪,湖南黄石市27岁女子肖芳六年前接手经营父亲养猪场生意。为悉心照顾初生小猪，以及提高母猪自然分娩的存活率，她竟每年冬天搬入猪栏与猪过冬。为了救活小猪，她更不惜利用嘴对嘴人工呼吸，至今已救活400多只小猪。据肖芳介绍，父亲以前经营煤矿厂，2008年猪价上涨，决定投资300多万元人民币（约59万新元）养猪场。初中毕业后，肖芳生了一场大病，病愈后便一直在父亲的养猪场工作。,Zaobao,2018-12-15
嗅臭袜上瘾 男子真菌侵肺,福建漳州一名38岁的彭姓男子，本月初因持续咳嗽、胸闷，到医院求诊，检查后证实肺部受真菌感染，但一直原因不明。直到护士无意间看见彭男的小动作，发现他有闻臭袜的癖好，且对该种味道已完全上瘾，才明白一切。知道病因接受针对性治疗后，病人恢复情况良好。医生指出，肺真菌病主要与免疫力有关，呼吸道感染的情况较罕见，不过“一旦吸入真菌量大，超过了人的机体防御功能时，就可能发病”。而彭男因照顾小孩经常熬夜，导致免疫力下降，也可能是患病原因。,Zaobao,2018-12-15
知识贴：你知道感冒和流感有什么区别吗？,如果得了流感和感冒，都有哪些招可以帮你尽快康复？,BBC,2018-12-15
动物人类 同等照顾,陈一慧过去六年在动物园担任兽医助理，目前任职于鹰阁医院当放射照像技术员。无论什么病患，她都一视同仁，悉心照顾。曾在动物园悉心照顾生病受伤的动物，目前在鹰阁医院当放射照像技术员，无论是照料动物或人类，陈一慧（36岁）总为病患尽心尽力。陈一慧过去六年在动物园担任兽医助理，负责照顾猴子和蟒蛇等动物，以及人工养育动物宝宝。,Zaobao,2018-12-15
女婴出生14天 一吻染疱疹夭折,英国一名刚出生的女婴，因被成人亲吻而感染疱疹病毒，短短14天就不幸离世，她的父母因此伤心欲绝，劝吁其他家长“千万不要亲吻婴儿”。30岁的伊内森今年7月和26岁未婚夫汤马斯的爱情结晶伽罗平安出生，两人也细心地照顾，不让没有洗手或看起来状况不佳的人靠近女儿。岂料，伽罗出生10日后体重突然下降，伊内森及汤马斯立即将爱女送医检查，证实患上新生儿疱疹。医生指，伽罗最有可能通过亲吻感染病毒，伊内森闻讯后痛哭。,Zaobao,2018-12-15
「滾動執行」已兩年的長照2.0，未來會有健全的一天嗎？,"長照2.0雖不致病入膏肓，但發展至今，問題也盤根錯結，一路且戰且走的衛福部應重新檢視問題之所在，分別從政策及組織面改進；以政策科學方法，進行政策評估，並重塑組織文化、檢討組織結構，加速完成電腦系統、相關法規子法等建制，強化溝通與宣傳能量，期望能在2020年先健全長照2.0體系的基礎建設。 標籤: 長照2.0, 民進黨, 衛福部, 支付制度, 居家服務, 長照ABC, 社區整體照顧模式, 出院準備服務, 共照中心, 認知症, 失智症",NewsLens,2018-12-15
习近平促朝美相向而行,中国国家主席习近平星期五对来访的朝鲜外务相李勇浩说，中国希望朝鲜和美国都作出妥协，“双方相向而行，照顾彼此合理关切”。,VOA,2018-12-08
被同伴称为怪兽 ‘银眼’女孩摘双目展欢颜,美国一对夫妇奥斯汀2016年从中国收养一名天生有青光眼的孤女普利姆罗斯，怎料她不只因为眼球颜色异常被其他小孩称为“怪兽”孤立，8个月前更突然因为眼睛无故开始剧痛而大量出汗、每天痛哭16小时且拒绝进食。养父母唯有忍痛决定让医生为她摘除双眼，结果她迅速康复，手术后短短两天已可步行，而且终于能够欢笑。,Zaobao,2019-03-18
《抗氧化物的奇蹟》：為什麼陽光對皮膚的傷害如此劇烈而深入？,"把你臉上的皮膚和平常很少照到陽光的皮膚做一下比較，就可以清楚的看到不同。大多數人臉上的皮膚看起來一定比較老，有著比較粗糙的質地，或許還有皺紋和一些晒斑。但是照不到陽光的部位，肌膚通常是平滑、柔潤、沒有皺紋的。 標籤: 陽光, 皮膚癌, 老化, 抗氧化, 抗氧化物的奇蹟, 萊斯特派克、卡羅科曼",NewsLens,2019-04-28
還在玩老化濾鏡？「FaceApp」蒐集8000萬人臉，傳出安全疑慮！專家警告：俄羅斯開發者能任意存取用戶圖像,繼前陣子snapchat的「童顏濾鏡」風潮後，近日，俄羅斯無線實驗室公司推出的另一款變臉軟體「FaceApp」在instagram上又掀起一股年齡挑戰熱潮，許多名人如饒舌歌手德瑞克、「詹皇」勒布朗・詹姆士、強納斯兄弟及南韓知名演員朴敘俊等都透過FaceApp製作自己變老模樣的照片,風傳媒,2019-07-19
金正恩视察平壤大城百货商店,朝中社8日报道，朝鲜领导人金正恩视察了即将开业的平壤大城百货商店。韩联社引述该报道称，金正恩了解了百货商店改建、扩建工程施工和营业准备情况，对首都地区又多一个提高人民物质文化生活质量的综合服务基地表示满意。他要求百货商店充足备货满足人民需求，保障人民生活便利。朝鲜劳动党中央副委员长崔龙海、安正秀等党政领导陪同视察。,Zaobao,2019-04-08
梁國源專欄：當四朵烏雲「同在一起」,當前全球經濟面臨的風險不止於四朵烏雲的表象，更在於其彼此交纏，以及背後的人口老化、生產力成長減緩、民粹主義興起及財政預算浮濫等結構性問題，絕非頭痛醫頭、腳痛醫腳可解決。今年二月國際貨幣基金組織（ＩＭＦ）主席拉加德（ChristineLagarde）指出，當前全球經濟受四朵烏雲籠罩,風傳媒,2019-04-08
研究：红辣椒有助延缓肺癌扩散,美国一项新研究显示，红辣椒中含有的天然化合物——辣椒素，可延缓肺癌进展，未来有望以此开发抗癌药物，与化学疗法联用抗癌。新华社报道，美国马歇尔大学研究人员日前在美国研究病理学学会年会上报告了这一成果。研究人员介绍，肺癌细胞可能会向身体其他部位转移，使治疗变得更加困难；而最新研究发现，红辣椒中的辣椒素可使肺癌细胞转移放缓。,Zaobao,2019-04-08
男婴一天内 25次心脏病发,英国19个月大的男婴弗莱看起来和一般宝宝无异，但没人想到他一岁生日前共经历了30次心脏病发，最高纪录是在9个月大时一天病发25次，应该是全英心脏病发的“纪录保持者”。弗莱的母亲说，他出生仅八天便要和死神对抗，进行过17次手术，一度以为康复，但不久后又病发，而且每次病发的情况都“很恐怖”。她表示，非常担心儿子再也承受不了。,Zaobao,2019-01-22
中国人口老龄化危机：2018拐点？,在出生率不断下降的情况下，中国的社会、经济以及政治会受到什么样的影响？,RFA,2019-01-22
重庆公民广场演讲“罢免习近平”遭刑拘,张吉林的妻子对本台证实，其丈夫被刑事拘留。现有一8岁孩子需要照顾。记者在“岳家枪”的演讲录音中，听到其要求罢免中共总书记习近平。,RFA,2019-01-22
VOA连线(乔栈)：特朗普就阿片危机发表讲话，感谢中国严控芬太尼,美国总统特朗普与第一夫人梅拉妮娅出席应对药物滥用与海洛因问题的峰会。白宫表示，特朗普政府将持续采取行动，打击国际与国内非法药物供应商，减少美国国内需求，并且帮助美国民众抗击药物成瘾问题。美国之音记者乔栈介绍了详情。,VOA,2019-04-25
美国观察 2019年4月25日,特朗普总统与第一夫人梅拉妮娅，出席应对药物滥用与毒品峰会；白宫表示，特朗普政府将就有关问题持续采取行动。路透社报道说，北京将在本周的一带一路峰会上，对倡议内容做一些调整，以缓解外界的担忧,VOA,2019-04-25
獨留失智婦 女外籍看護判刑6月驅逐出境定讞,印尼籍看護文文擔任一名失智婦人看護，因不滿遭婦人咬、打，將婦人綁在輪椅上後不告而別。高院依遺棄罪判文文 6 月徒刑，刑後驅逐出境。最高法院今天駁回上訴，全案定讞。,芋傳媒,2019-04-25
台博館與北市聯醫打造「失智友善博物館」 關懷、外出成另類處方箋,台博館攜手北市聯醫簽訂合作備忘錄共同打造「失智友善博物館」，透過訓練志工進行導覽，及定期舉辦有趣的展覽活動，讓診療方式變得更有趣，也讓患者活得更有尊嚴及品質。,TWNews,2019-05-07
金燕玲罹癌切子宫保命,64岁香港女星金燕玲前天在同性密友苏施黄（阿苏）的电台节目坦承，上个月初发现罹患子宫癌第1期，已开刀切除淋巴、子宫和盲肠，未来要接受6次化疗。在国外开餐厅的妹妹特地飞回香港照顾她，姐妹俩十几年来第一次谈心很开心。金燕玲自揭罹癌经过：“我2005年得过乳癌，身边人最大的帮忙就是别吭声，所以我们没讨论过这个病。”她女儿远在英国，除了阿苏，就只有好友关之琳知情，直到开刀后才告知家人。,Zaobao,2019-03-10
阿明吃冰庆生,炎炎夏日，新加坡动物园大猩猩阿明在访客的祝福声中，舔着水果冰棒欢庆八岁生日。根据野生动物保育集团发布的文告，照顾阿明的工作人员昨天特别准备了彩色水果冰棒让它享用。园内年纪最小的两岁猩猩坎萨（Khansa）还“一脸羡慕”地望着阿明。除了有多名访客特别为阿明高唱生日歌，超过千名网友也透过野生动物保育集团面簿直播同步为阿明庆生。,Zaobao,2019-03-10
轮椅男拉失智母天天“回老家” 一绳系母子情,母子情深！一条绳子系着两张轮椅，也紧紧系着一对母子的感情。44岁轮椅男用绳牵着坐在轮椅的74岁失智聋哑母，过去三年来，天天花三小时搭地铁，从盛港住家来返牛车水，在咖啡店坐上四小时，只因母亲不舍老地方，要到这里找老街坊聊天。一名读者告诉《联合晚报》，他在牛车水克罗士街（Cross Street）第34座组屋，经常见到一对以轮椅代步的母子出现在咖啡店，一呆就是整个上午，下午时分才离开。,Zaobao,2019-03-10
香港特稿：大湾区朦胧 港人看不清,《粤港澳大湾区发展规划纲要》上月公布，香港社会支持与反对加入大湾区的争议升温，香港特首林郑月娥以“苏州过后无艇搭”形容大湾区对香港的意义；她提醒香港人：时间不等人。2015年中国有关“一带一路”的国家文件中首次提及“粤港澳大湾区”（简称“大湾区”）。2017年，国务院总理李克强将“大湾区”纳入政府工作报告中，具体的《粤港澳大湾区发展规划纲要》（简称《纲要》）上月正式公布。,Zaobao,2019-03-10
两种实验性埃博拉治疗药物降低了患者死亡率,周一公布的一项医学试验的初步数据显示，两种实验性埃博拉治疗药物显著提高了患者的存活几率，为阻止埃博拉疫情爆发带来了新的希望。,WSJ,2019-08-14
日本65歲以上高齡駕駛肇事率近2成 各地「老司機」自主返還駕照,日本日前通過《道路交通法》修正案，自2017年3月起，加強75歲以上高齡駕駛的認知功能檢查，一旦被醫師判定有罹患失智症的可能性，便可依醫師診斷證明，收回高齡駕駛的駕照。新法上路以來，沖繩縣內已有4起撤銷駕照的案例，且與2014年的數據相比，有多達2倍的高齡駕駛開始自主返還駕照；東,風傳媒,2019-05-11
台北市屋齡老化嚴重 柯Ｐ有三大挑戰正待解決,據統計，目前台灣危老建物重建的申請案，全國已達273件，其中已核定148件，光今,信傳媒,2019-07-23
贸易战牺牲品：美国樱桃,中美贸易战开打，双方互加关税。在中方报复名单中，美国农产品首当其冲。而一度被中国中产阶级视为“生活质量“象征之一的美国樱桃，在中国的市场份额因此大幅萎缩。,DW,2019-07-23
高榮屏東分院護理之家啟用 擴增至299床,屏東縣 65 歲以上老年人口已超過 13 萬人，因應地方人口老化長期照護需求殷切，高雄榮民總醫院屏東分院護理之家原設置 100 床，新建擴增至 299 床，新建護理之家今天開幕啟用。,芋傳媒,2019-07-23
助年長者對抗孤獨 新加坡租借花園鼓勵村里精神,新加坡是全球老化速度第 2 快的國家，僅次南韓，但成千上萬老人在都市化的同時感到孤苦伶仃。為遏止節節攀升的長者自殺率，當局推動綠化活動，透過讓長者栽種植物打擊寂寞。,芋傳媒,2019-07-23
称父病回乡离新没2小时被追债 借5组阿窿女佣急跑路,女佣欠阿窿跑路，称父亲病重要回乡探病，刚离新不到两小时，追债电话马上来，一周内五组阿窿拨电和上门追债，吓得82岁阿嫲惶惶不可终日。这名女佣是40岁的莎丽，来自印度尼西亚。女佣的雇主李伟平（48岁，销售员）说，他在前年雇请莎丽，负责照顾82岁独居母亲的起居饮食。他说，女佣的表现不错，他打算在女佣约满后再跟她续约，不料本月1日，女佣突然说在印度尼西亚家乡的父亲病重，被送进加护病房，她得回乡探望老人家。,Zaobao,2019-05-01
离开华研半年 田馥甄与新东家合作,S.H.E去年9月底和老东家华研约满，任家萱（Selina）、田馥甄（Hebe），还有Ella（陈嘉桦）都选择离开不续约，各自成立自家公司。其中田馥甄成立公司“乐来乐好”，离巢半年后，昨日终于传出新消息，她将与新公司“何乐音乐”合作。据悉，她过去在华研合作时的部门主管，也过档到这家新公司，因此田馥甄选择和这家公司合作，也并非完全是意料之外的事。田馥甄近日才忙完音乐节演出，今天（4月30日）将会举行记者会，宣布与何乐音乐结盟合作。而她近日也受邀代言知名人参品牌“正官庄”，拍广告时她说：“我相信美丽是由内到外的，身体照顾好了，就会自然而然地变美丽。”,Zaobao,2019-05-01
蕭徐行觀點》天災經濟老化  令和時代的巨大挑戰,日本天皇明仁以自己年事已高，想退居幕後為名正式退位，讓位其子德仁接任天皇，開啟日本新的「令和」時代。「平成」是日本近代第一個沒有經歷戰爭的承平年代，雖然平成時代日本成為了世界主要經濟大國，但卻也是天災不斷，社會老化與經濟停滯的30年。如今接手的「令和」面對垂垂老矣的國度，中國政治經濟的強大競爭壓力與,NewTalk.tw,2019-05-01
老人煮的菜越來越咸 哪里出问题？,一些子女发现母亲煮的菜越來越咸，担心味蕾出了问题。什么原因会导致老年人的味觉产生变化？且听本地专科医生的解析和建议。莱佛士内科医疗中心风湿关节科顾问医生张荣耀接受《活得好》访问时说，有许多原因使老年人的味觉产生变化，最常见的是服用药物（如抗生素）所导致。另外，嗅觉变弱也会影响味觉。,Zaobao,2019-03-02
干眼和口干 未必是干燥综合征,干燥综合征较常影响女性，为何？是否能防治？且听本地专科医生的解析。莱佛士内科医疗中心风湿关节科顾问医生张荣耀接受《活得好》访问时说，本地没有干燥综合征患者的数据，但全国研究显示，患者约为全国人口的0.5％。张医生指出，目前还没查出真正病因，但很可能是遗传。,Zaobao,2019-03-02
中国制药公司高管涉嫌贩毒在美遭逮捕,美国司法部表示，一名中国制药公司高管在洛杉矶被逮捕，他被指控贩毒和洗钱，其中包括向美国境内输送芬太尼类药物。,VOA,2019-05-25
微生物 - 我们肠道中的健康标兵,一项新发现让科学家们开始重新思考人体的组成，人为什么会生病，以及如何保持健康。新的调查估计我们只有43%是人类细胞，其余则是微生物，它们影响着我们的健康、心情以及药物反应。,VOA,2019-05-31
小猫被拐鼻尖心形花纹成线索 失踪3周后平安获救：朝日新聞中文网,3月中旬，三重县铃鹿市发生了1起事件，1只小猫从栖居的小屋中被拐走。嫌疑人男子虽已被捕，但小猫却不在该男子家中。一直照顾小猫的女性依靠仅有的信息努力寻找，终于平安找到了小猫。寻回小猫的意外之地是……,Asahi,2019-05-31
「阿茲海默症藥物試驗」突然終止，3000名實驗患者備感驚訝,"如果數據顯示aducanumab能夠如預期的減少類澱粉蛋白，但是患者整體的認知能力仍沒有進步，那我們就得考慮是否要繼續將焦點放在類澱粉蛋白上來找出治療方法。 標籤: aducanumab, 臨床試驗, 阿茲海默症, 失智, 類澱粉蛋白, tau",NewsLens,2019-04-12
诈骗集团 卖“抗癌药” 成本4角卖千元,大连有犯罪集团通过美容院，以免费旅游诱骗受害人到泰国旅游，期间被安排参加免费体检，继而找来“医生”为他们解读验身报，指测出“患癌风险极高”，进而诱骗购买名为“癌盾”的药物。案情揭露，每粒成本2元人民币（约新币4角钱）的“药物”竟以6666元（约1320新元）的天价出售。有受害者家属发现，所谓抗癌药的主要成份是糖。该集团涉及逾2000宗诈骗案，涉额高达10亿元（约1.98亿新元），当局共捕132名疑犯，上周五将案件交检方审查起诉。,Zaobao,2019-01-04
「抗膽鹼藥物」是否與較高的失智症風險有關？,"若真要檢視抗膽鹼藥物是否對罹患失智症的風險產生影響，研究人員必須找一群正在服藥的受試者，要求他們停止服用後，再將他們罹患失智症的比率與持續服藥的人相比，看看兩者間是否有任何差距。 標籤: 抗膽鹼藥物, 阿茲海默症, 失智症, 乙醯膽鹼",NewsLens,2019-07-22
為何現行糖尿病預防失效？醫師：看「這個數值」比血糖更早偵測糖尿病風險,隨著人口快速老化、吃太好、少運動，加上肥胖盛行，全球每8秒，就有1人死於糖尿病，,信傳媒,2018-12-19
交流站：为无障碍设施加建遮篷,我住在武吉宝美路，最近母亲因为行动不便，须以轮椅代步。12月正值雨季，我推母亲外出时，发现无障碍走道都没有遮篷，我们必须在组屋底层等雨停，才可以回家。让我感到纳闷的是，为什么在建无障碍走道时，没有照顾到这些行动不便的老人？每次要出门，都要看天气，尤其最近要带母亲到附近的诊所看牙医，却因为下雨而必须一再改时间。,Zaobao,2018-12-19
跨国药企新药首次先于西方市场在中国获批,中国药品监管机构已批准阿斯利康和Fibrogen Inc.的治疗贫血药物罗沙司他上市，这是跨国药企一款新药首次先于其他任何市场在中国获批。,WSJ,2018-12-19
如何改善婴孩与儿童肌肤问题,不同年龄层出现的肌肤状况不同。如何保持肌肤健康？本期《活得好》请新加坡全国皮肤中心皮肤专科顾问医生陈丝韵谈婴孩和儿童常见的肌肤问题以及提供改善的建议。①婴幼童： 婴孩和幼童的肌肤较薄、较嫩，更易受到刺激、发炎，但，多数肌肤状况是暂时性的，加强护理一般可缓解。如果情况严重，才需使用外用类固醇或口服药物。,Zaobao,2019-01-10
法国总统马克龙支持率上升,法国周一公布的最新民调显示，由于法国民众对“黄背心”反政府示威活动的支持度减退，使到总统马克龙的支持率近期回弹。民调机构Odoxa本月20日至21日在网上展开的民调指出，认为马克龙是好总统的受访民众增至32％，与他在“黄背心”运动去年11月刚爆发时的支持率一样。马克龙去年12月的支持率下滑至只有27％，是他担任总统以来最低的一次。,Zaobao,2019-02-25
「我要當機了」《初戀的情人》道出高齡社會下的失智患者心聲,2018年台灣偶像劇《初戀的情人》，經由描述中年人的愛情觀與婚姻生活，探討早發性,信傳媒,2019-02-25
走进美国：德州牧场饲养5百只奇珍异兽,被野生动物包围环绕，饲养它们并照顾它们的下一代是蒂芙尼·泽希廷这辈子最想从事的工作，她在德州自家的牧场上养了500只野生动物，是这群动物们不折不扣的人类“母亲”。,VOA,2019-02-27
喝四口药没流泪 台湾主播傅达仁安乐死最后画面曝光,因长期遭受胰腺癌折磨，台湾著名体育主播傅达仁于2018年6月份不堪病痛去瑞士执行了安乐死，享年85岁。时过境迁，如今距离傅达仁离世也过去了半年有余，近日，其家人也在傅达仁生前的要求下，公开了他离世前的最后画面，场面十分让人动容。据视频内容显示，在喝药之前的傅达仁，在面对指导医师时并未有着任何慌张，反而是一脸坦然地问：“一口吞吗？两口可以吗？” 但因为安乐死的药物十分之苦，担心傅达仁无法忍受味道的药师则表示两到三口都可以，只要尽快吞下去即可。,Zaobao,2019-02-27
调查：逾四成受访者 希望退休后仍可灵活工作或当义工,一项最新调查显示，新加坡人的退休观念正在蜕变。超出四成的受访者希望，金钱充足之余，退休后仍可灵活地工作、兼职或当义工。这个比率明显高于全球平均和区域平均。这项网络调查由资产管理公司贝莱德（Blackrock）在去年7月至8月间进行，访问了13个国家的2万7000人。其中，1500名来自新加坡，年龄介于25至74岁。该调查试图探讨，在人口逐渐老化之际，国人能否从容退休。,Zaobao,2019-02-27
美国万花筒：特朗普寄望连任；一位退伍军人的康复之路；泰勒·斯威夫特和贾斯汀·比伯网上开战,美国总统特朗普说自己有强大的后盾，那么，谁是他的支持者？我们还要来关注一位退伍军人身心康复的艰难历程；另外，流行歌星泰勒·斯威夫特和贾斯汀·比伯在网上开战，引起哗然。大家好，欢迎收看美国万花筒，我是叶凡，我们首先来看本周简讯--《大千视界》。,VOA,2019-07-07
疑吃幼儿园外包餐 三姐弟发烧腹泻,又一起幼儿园食物中毒事件！36岁项目经理指三名儿女疑在幼儿园吃了包括冬瓜蔬菜汤和鱼排的午餐后，轮流腹泻和发烧，18个月大的小女儿更是需送院诊治。小女儿入院时，赫然发现至少有另五名学生也因腹泻和发烧被送院。上周四，位于康埔桦弯第290A座组屋的人民行动党社区基金会（PCF）Sparkletots幼儿园读书的孩子，陆续因发烧腹泻而提早带回家照顾观察。,Zaobao,2019-03-27
孙东耀：创新与2019年财政预算案,自2月19日财政部长王瑞杰发表2019年财政年度政府预算案后，民众反应非常热烈。这不仅是一个普惠方案，覆盖范围从以前的建国一代延伸到立国一代，惠及所有中小学生，也对低收入家庭提供更多援助；而且国际影响甚远，比如在东南亚率先征收碳税，既照顾到国人切身利益，还响应了《巴黎气候协定》，也将成为国际上负责任国家的表率。,Zaobao,2019-03-27
央行認證人口老化帶來隱憂 捨不得花錢難拚經濟,台灣經濟模式轉為倚賴內需，但民間消費增速連 3 年低於經濟成長，且台灣為數眾多的中高齡者，也被央行總裁楊金龍認證，比起花錢更愛存錢，顯見人口結構轉變將不利衝刺內需，將帶來經濟隱憂。,芋傳媒,2019-07-15
長照需求人口7年後破百萬！平均每日工時11小時、連續工作8年無給職… 一窺照顧者困境,全年無休、無薪、無輪班替手、平均日工時逾11小時、工作年數7.8年…，什麼工作血汗至此？怎會有人做？不要懷疑，為了照顧年邁失能的家人，越來越多國人被迫兼職，甚至成為全職的家庭照顧者。衛福部更指出，台灣人口快速老化，推估2026年國內長照需求人口將一舉突破百萬，屆時放眼望去，能置身,風傳媒,2019-07-15
嘉義六腳鄉藝術學堂 提升老人美學敏感度,六腳鄉的人口老化比例是嘉義縣各鄉鎮之冠。根據統計，平均每五個人就有一個是老人，因此特別設置藝術美學學堂，讓高齡人口可以在閒暇時間學習藝術。...,PTS.org.tw,2019-06-17
调查：本地七成失智症国人感到寂寞和被排斥,本地七成的失智症国人感到寂寞和被社会排斥。新加坡管理大学和新加坡失智症协会访问了5600名本地的失智症患者、看护者和公众，了解他们对失智症的看法。调查结果显示，72%的失智症患者感到寂寞、被排斥，有一半觉得无法向他人公开谈论自己的病情，超过一半觉得人们会对他们的能力打折扣。也有超过一半的公众自认对失智症缺乏了解，跟失智症患者沟通时也感到有些不舒服。,Zaobao,2019-04-29
斯里兰卡宣布23日为哀悼日,斯里兰卡总统西里塞纳宣布4月23日为全国哀悼日，该国将实施有关预防恐怖主义的法律，宣布国家进入紧急状态。斯里兰卡总统媒体部门发表声明，有关预防恐怖主义的法律将于22日午夜起根据紧急法律条例在宪报刊登。届时斯里兰卡将进入国家紧急状态。声明称，这一行动是为了赋予警察和三支武装部队权力，以确保公众安全。总统还将会见所有大使和高级专员，以解释该国的现状，并要求国际社会支持斯里兰卡。,Zaobao,2019-04-23
冰敷可助缓解眼肿？,网络流传，眼睛哭肿后立即冰敷，可令眼睛周围的血管收缩，也能抑制眼睛充血，能有效消肿。也有说法指将铁汤匙放入冰箱，有需要时盖在眼窝上，因为冷冻现象令肌肤收紧，可减退暂时性的眼睛浮肿。另外，也有人建议把泡过的红茶包沥干水分，置入冰箱后再用来敷眼。这些冷冻法真的有效消减眼肿吗？眼肿时需要留意什么？且听本地眼科医生的建议。,Zaobao,2019-04-23
嘉市推「銀髮人力中心」 媒合熟齡長輩就業,因應人口老化的問題，嘉義市政府與慈善團體合作，推出銀髮人力資源中心，為50歲至65歲的長輩，提供職業訓練與工作媒合。...,PTS.org.tw,2019-07-31
特朗普签署《911受难者永久补偿基金法案》,7月29号星期一上午10点，特朗普总统在白宫玫瑰园当中签署美国国会上周通过的《911受难者永久补偿基金法案》。该法案将911补偿基金的期限，延长到2090年，而受难者可以领取补偿到2092年，保障当年911事件第一线救难人员余生都能获得医疗照顾。,VOA,2019-07-31
T.O.P社会服役期间被曝获病假特别照顾引争议,,Joins,2019-03-20
預防緩解失智症  陽明研發超音波頭盔,陽明大學團隊研發「低強度脈衝式超音波頭盔」，以非侵入性的物理治療方法來預防或緩解失智症，還可與藥物相輔相成，今天在未來科技展中展示研發結果。科技部主辦的「2018未來科技展」於今天在台北世貿三館揭開序幕，展現全國上百所學研機構研發的創新技術，聚焦高齡醫學的陽明大學，也於現場展示多項研發。面對高齡社會,NewTalk.tw,2018-12-14
跌倒会发短信 智能地毯可监测独居老人居家行动,面对新加坡人口老龄化的趋势，南洋理工学院工程系高级讲师傅国强博士研发了一款“夜监智能地毯”，记录并监测独居老人居家动态。这款智能地毯看上去和普通的地毯一样，但是可通过互联网技术将老人的活动上载到云端，一旦监测到不寻常的动态，便会发送手机短信给家人或看护者。,Zaobao,2018-12-14
5招助失智症患者 减少冲凉恐惧,冲凉是日常生活的一部分，但许多失智症患者对冲凉产生恐惧，让不少看护者头疼。该如何克服这难题？且听新加坡失智症协会的建议。失智症患者需要冲凉，以预防皮肤感染和体臭，但一些患者会非常抗拒冲凉，而与看护者产生摩擦，甚至敌意。遇到这种情形，建议看护者深呼吸，并理解冲凉和浴缸对我们来说是正常的，但失智症患者有可能对它们感到恐惧。新加坡失智症协会建议尝试,Zaobao,2018-12-14
